polit,politLabel,positionLabel,genderLabel,birthyear,deathyear,partyLabel
http://www.wikidata.org/entity/Q7331397,Rick Folk,Member of the Legislative Assembly of Saskatchewan,male,1950,NA,Progressive Conservative Party of Saskatchewan
http://www.wikidata.org/entity/Q7331530,Rick Laliberte,member of the House of Commons of Canada,male,1958,NA,New Democratic Party
http://www.wikidata.org/entity/Q7331530,Rick Laliberte,member of the House of Commons of Canada,male,1958,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7331552,Rick Limoges,member of the House of Commons of Canada,male,1956,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7331609,Rick Nicholls,member of the Ontario Provincial Parliament,male,1950,NA,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7331625,Rick Orman,member of Alberta Legislative Assembly,male,1948,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7331780,Rick Strankman,member of Alberta Legislative Assembly,male,1953,NA,Wildrose Party
http://www.wikidata.org/entity/Q7339944,Rob Anderson,member of Alberta Legislative Assembly,male,1977,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7339944,Rob Anderson,member of Alberta Legislative Assembly,male,1977,NA,Wildrose Party
http://www.wikidata.org/entity/Q7340036,Rob Clarke,member of the House of Commons of Canada,male,1967,NA,Conservative Party of Canada
http://www.wikidata.org/entity/Q7340322,Rob Lougheed,member of Alberta Legislative Assembly,male,1947,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7340379,Rob Milligan,member of the Ontario Provincial Parliament,male,1971,NA,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7340436,Rob Oliphant,member of the House of Commons of Canada,male,1956,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7340491,Rob Renner,member of Alberta Legislative Assembly,male,1954,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7340527,Rob Sampson,member of the Ontario Provincial Parliament,male,1955,NA,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7341526,Robert Andrew Baxter,member of the Ontario Provincial Parliament,male,1879,1947,Ontario Liberal Party
http://www.wikidata.org/entity/Q7341754,Robert B. Simpson,member of the Legislative Assembly of New Brunswick,male,1943,NA,New Brunswick Liberal Association
http://www.wikidata.org/entity/Q7323684,Richard Allen,member of the Ontario Provincial Parliament,male,1929,2019,Ontario New Democratic Party
http://www.wikidata.org/entity/Q7324198,Richard Blain,member of the House of Commons of Canada,male,1857,1926,Conservative Party of Canada
http://www.wikidata.org/entity/Q7324198,Richard Blain,member of the Senate of Canada,male,1857,1926,Conservative Party of Canada
http://www.wikidata.org/entity/Q7324799,Richard Clive Cooper,member of the House of Commons of Canada,male,1881,1940,Unionist Party
http://www.wikidata.org/entity/Q7325238,Richard Donahoe,member of the Senate of Canada,male,1909,2000,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7325271,Richard Doyle,member of the Senate of Canada,male,1923,2003,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7325323,Richard Durante,member of the House of Commons of Canada,male,1930,2003,Liberal Party of Canada
http://www.wikidata.org/entity/Q7325454,Richard Edward Hall,member of Alberta Legislative Assembly,male,1907,1977,Liberal Party of Canada
http://www.wikidata.org/entity/Q7325454,Richard Edward Hall,member of Alberta Legislative Assembly,male,1907,1977,Alberta Liberal Party
http://www.wikidata.org/entity/Q7325775,Richard Franklin Preston,member of the Ontario Provincial Parliament,male,1860,1929,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7325775,Richard Franklin Preston,member of the House of Commons of Canada,male,1860,1929,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7325784,Richard Frederick Thompson,member of the House of Commons of Canada,male,1873,1949,Unionist Party
http://www.wikidata.org/entity/Q7326259,Richard Harcourt,member of the Ontario Provincial Parliament,male,1849,1932,Ontario Liberal Party
http://www.wikidata.org/entity/Q7326727,Richard J. Gill,member of the Legislative Assembly of New Brunswick,male,1886,1959,New Brunswick Liberal Association
http://www.wikidata.org/entity/Q7326823,Richard Jamieson,member of Alberta Legislative Assembly,male,1912,2003,Alberta Social Credit Party
http://www.wikidata.org/entity/Q7326872,Richard John Cartwright,Representative of the Government in the Senate,male,1835,1912,Liberal Party of Canada
http://www.wikidata.org/entity/Q7326872,Richard John Cartwright,Representative of the Government in the Senate,male,1835,1912,Conservative Party of Canada
http://www.wikidata.org/entity/Q7326872,Richard John Cartwright,member of the House of Commons of Canada,male,1835,1912,Liberal Party of Canada
http://www.wikidata.org/entity/Q7326872,Richard John Cartwright,member of the House of Commons of Canada,male,1835,1912,Conservative Party of Canada
http://www.wikidata.org/entity/Q7326872,Richard John Cartwright,member of the Senate of Canada,male,1835,1912,Liberal Party of Canada
http://www.wikidata.org/entity/Q7326872,Richard John Cartwright,member of the Senate of Canada,male,1835,1912,Conservative Party of Canada
http://www.wikidata.org/entity/Q7326872,Richard John Cartwright,Member of the Privy Council of the United Kingdom,male,1835,1912,Liberal Party of Canada
http://www.wikidata.org/entity/Q7326872,Richard John Cartwright,Member of the Privy Council of the United Kingdom,male,1835,1912,Conservative Party of Canada
http://www.wikidata.org/entity/Q7327254,Richard Langton Baker,member of the House of Commons of Canada,male,1870,1951,Conservative Party of Canada
http://www.wikidata.org/entity/Q7328070,Richard Nixon Berry,member of the Ontario Provincial Parliament,male,1873,1956,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7328299,Richard Patten,member of the Ontario Provincial Parliament,male,1942,2021,Ontario Liberal Party
http://www.wikidata.org/entity/Q7328484,Richard Potter,member of the Ontario Provincial Parliament,male,1915,2009,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7328792,Richard Ruston,member of the Ontario Provincial Parliament,male,1919,2002,Ontario Liberal Party
http://www.wikidata.org/entity/Q7329099,Richard Smeaton White,member of the Senate of Canada,male,1865,1936,Conservative Party of Canada
http://www.wikidata.org/entity/Q7329116,Richard Smith,member of the Ontario Provincial Parliament,male,1931,1978,Ontario Liberal Party
http://www.wikidata.org/entity/Q7329155,Richard Southam,member of the House of Commons of Canada,male,1907,1994,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7329207,Richard Stanbury,member of the Senate of Canada,male,1923,2014,Liberal Party of Canada
http://www.wikidata.org/entity/Q7329475,Richard Thrasher,member of the House of Commons of Canada,male,1922,1993,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7329482,Richard Tibbits,member of the Legislative Assembly of New Brunswick,male,1846,1924,Progressive Conservative Party of New Brunswick
http://www.wikidata.org/entity/Q7329511,Richard Tooley,member of the Ontario Provincial Parliament,male,1820,1910,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7329601,Richard Tyrwhitt,member of the House of Commons of Canada,male,1844,1900,Conservative Party of Canada
http://www.wikidata.org/entity/Q7329684,Richard Vryling Lesueur,member of the House of Commons of Canada,male,1879,1945,Conservative Party of Canada
http://www.wikidata.org/entity/Q7329994,Richard William Scott,Representative of the Government in the Senate,male,1825,1913,Liberal Party of Canada
http://www.wikidata.org/entity/Q7329994,Richard William Scott,mayor of Ottawa,male,1825,1913,Liberal Party of Canada
http://www.wikidata.org/entity/Q7329994,Richard William Scott,member of the Ontario Provincial Parliament,male,1825,1913,Liberal Party of Canada
http://www.wikidata.org/entity/Q7329994,Richard William Scott,member of the Senate of Canada,male,1825,1913,Liberal Party of Canada
http://www.wikidata.org/entity/Q7330021,Richard Willis Jameson,member of the House of Commons of Canada,male,1851,1899,Liberal Party of Canada
http://www.wikidata.org/entity/Q7330518,Richie Hubbard,member of the Nova Scotia House of Assembly,male,1932,2011,Nova Scotia Liberal Party
http://www.wikidata.org/entity/Q7330830,Richmond Francis Hanna,member of the House of Commons of Canada,male,1913,1985,Liberal Party of Canada
http://www.wikidata.org/entity/Q7331588,Rick Miller,member of Alberta Legislative Assembly,male,1960,2013,Alberta Liberal Party
http://www.wikidata.org/entity/Q7340450,Rob Parker,member of the House of Commons of Canada,male,1943,2016,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7341328,Robert Abercrombie Pringle,member of the House of Commons of Canada,male,1855,1922,Liberal Party of Canada
http://www.wikidata.org/entity/Q7341349,Robert Adam Lyon,member of the Ontario Provincial Parliament,male,1829,1901,Ontario Liberal Party
http://www.wikidata.org/entity/Q7341430,Robert Alexander Harrison,member of the House of Commons of Canada,male,1833,1878,Conservative Party of Canada
http://www.wikidata.org/entity/Q7341433,Robert Alexander Mulholland,member of the Senate of Canada,male,1860,1927,Conservative Party of Canada
http://www.wikidata.org/entity/Q7341434,Robert Alexander Walker,Member of the Legislative Assembly of Saskatchewan,male,1916,1989,Saskatchewan New Democratic Party
http://www.wikidata.org/entity/Q7341452,Robert Allan Pyne,member of the Ontario Provincial Parliament,male,1853,1931,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7341659,Robert Austin Shearer,member of the Ontario Provincial Parliament,male,1868,1920,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7436322,Scott Fielding,member of the Legislative Assembly of Manitoba,male,NA,NA,Progressive Conservative Party of Manitoba
http://www.wikidata.org/entity/Q7436360,Scott Fraser,member of the Legislative Assembly of British Columbia,male,NA,NA,British Columbia New Democratic Party
http://www.wikidata.org/entity/Q7488274,Shane Simpson,member of the Legislative Assembly of British Columbia,male,NA,NA,British Columbia New Democratic Party
http://www.wikidata.org/entity/Q7489995,Sharon Blady,Member of the Executive Council of Manitoba,female,NA,NA,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q7490164,Sharon Murrell,Member of the Legislative Assembly of Saskatchewan,female,NA,NA,Saskatchewan New Democratic Party
http://www.wikidata.org/entity/Q7498698,Shirley Bond,education minister,female,NA,NA,British Columbia Liberal Party
http://www.wikidata.org/entity/Q7498698,Shirley Bond,Attorney General of British Columbia,female,NA,NA,British Columbia Liberal Party
http://www.wikidata.org/entity/Q7498698,Shirley Bond,Department of Public Safety,female,NA,NA,British Columbia Liberal Party
http://www.wikidata.org/entity/Q7498698,Shirley Bond,Deputy Premier of British Columbia,female,NA,NA,British Columbia Liberal Party
http://www.wikidata.org/entity/Q7498698,Shirley Bond,member of the Legislative Assembly of British Columbia,female,NA,NA,British Columbia Liberal Party
http://www.wikidata.org/entity/Q7436891,Scott Moe,Premier of Saskatchewan,male,1973,NA,Saskatchewan Party
http://www.wikidata.org/entity/Q7436891,Scott Moe,Member of the Legislative Assembly of Saskatchewan,male,1973,NA,Saskatchewan Party
http://www.wikidata.org/entity/Q7437348,Scott Tannas,member of the Senate of Canada,male,1962,NA,Conservative Party of Canada
http://www.wikidata.org/entity/Q7440780,Seamus O'Regan,Minister of Veterans Affairs,male,1971,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7440780,Seamus O'Regan,Minister of Natural Resources,male,1971,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7440780,Seamus O'Regan,member of the House of Commons of Canada,male,1971,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7440780,Seamus O'Regan,Associate Minister of National Defence,male,1971,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7440780,Seamus O'Regan,Minister of Indigenous Services,male,1971,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7440780,Seamus O'Regan,Minister of Labour,male,1971,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7440901,Sean Conway,member of the Ontario Provincial Parliament,male,1951,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q7454314,Sergio Marchi,member of the House of Commons of Canada,male,1956,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7461053,Shafiq Qaadri,member of the Ontario Provincial Parliament,male,1963,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q7490087,Sharon Hayes,member of the House of Commons of Canada,female,1948,NA,Reform Party of Canada
http://www.wikidata.org/entity/Q7490163,Sharon Murdock,member of the Ontario Provincial Parliament,female,1946,NA,Ontario New Democratic Party
http://www.wikidata.org/entity/Q7491717,Shayne Saskiw,member of Alberta Legislative Assembly,male,1981,NA,Wildrose Party of Alberta
http://www.wikidata.org/entity/Q7493796,Shelley Martel,member of the Ontario Provincial Parliament,female,1963,NA,Ontario New Democratic Party
http://www.wikidata.org/entity/Q7493842,Shelley Wark-Martyn,member of the Ontario Provincial Parliament,female,1963,NA,Ontario New Democratic Party
http://www.wikidata.org/entity/Q7495469,Sherwin Holger Petersen,Member of the Legislative Assembly of Saskatchewan,male,1953,NA,Progressive Conservative Party of Saskatchewan
http://www.wikidata.org/entity/Q7498325,Shiraz Shariff,member of Alberta Legislative Assembly,male,1954,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7498722,Shirley Collins,member of the Ontario Provincial Parliament,female,1952,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q7498723,Shirley Coppen,member of the Ontario Provincial Parliament,female,1946,NA,Ontario New Democratic Party
http://www.wikidata.org/entity/Q7498726,Shirley Cripps,member of Alberta Legislative Assembly,female,1935,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7498794,Shirley Martin,member of the House of Commons of Canada,female,1932,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7498799,Shirley McClellan,member of Alberta Legislative Assembly,female,1942,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7507868,Sid Parker,member of the House of Commons of Canada,male,1930,NA,New Democratic Party
http://www.wikidata.org/entity/Q7509061,Sidney Fraleigh,member of the House of Commons of Canada,male,1931,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7509087,Sidney Green,Member of the Executive Council of Manitoba,male,1929,NA,Progressive Party of Manitoba
http://www.wikidata.org/entity/Q7509281,Sidney Peter Dutchak,Member of the Legislative Assembly of Saskatchewan,male,1950,NA,Progressive Conservative Party of Saskatchewan
http://www.wikidata.org/entity/Q7525308,Siobhán Coady,member of the House of Commons of Canada,female,1960,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7562633,Soo Wong,member of the Ontario Provincial Parliament,female,1962,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q7576013,Spencer Chandra Herbert,member of the Legislative Assembly of British Columbia,male,1981,NA,Coalition of Progressive Electors
http://www.wikidata.org/entity/Q7597580,Stan Cassin,member of Alberta Legislative Assembly,male,1935,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7597617,Stan Dromisky,member of the House of Commons of Canada,male,1931,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7597730,Stan Keyes,member of the House of Commons of Canada,male,1953,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7597742,Stan Kushner,member of Alberta Legislative Assembly,male,1946,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7597814,Stan Nelson,member of Alberta Legislative Assembly,male,1939,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7597905,Stan Struthers,"Minister of Agriculture, Food and Rural Initiatives",male,1959,NA,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q7597905,Stan Struthers,Minister of Conservation,male,1959,NA,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q7597905,Stan Struthers,Minister of Finance of Manitoba,male,1959,NA,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q7597905,Stan Struthers,Minister of Local Government,male,1959,NA,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q7597905,Stan Struthers,Member of the Executive Council of Manitoba,male,1959,NA,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q7597905,Stan Struthers,member of the Legislative Assembly of Manitoba,male,1959,NA,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q7597964,Stan Wilbee,member of the House of Commons of Canada,male,1932,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7597975,Stan Woloshyn,member of Alberta Legislative Assembly,male,1939,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7597975,Stan Woloshyn,member of Alberta Legislative Assembly,male,1939,NA,Alberta New Democratic Party
http://www.wikidata.org/entity/Q7437379,Scott Thorkelson,member of the House of Commons of Canada,male,1958,2007,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7441335,Sean O'Sullivan,member of the House of Commons of Canada,male,1952,1989,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7457874,Severin Ducharme,member of the Ontario Provincial Parliament,male,1866,1952,Ontario Liberal Party
http://www.wikidata.org/entity/Q7459166,Seymour Eugene Gourley,member of the House of Commons of Canada,male,1854,1906,Conservative Party of Canada
http://www.wikidata.org/entity/Q7459191,Seymour J. Farmer,Member of the Executive Council of Manitoba,male,1878,1951,Independent Labour Party
http://www.wikidata.org/entity/Q7490748,Shaughnessy Cohen,member of the House of Commons of Canada,female,1948,1998,Liberal Party of Canada
http://www.wikidata.org/entity/Q7493041,Sheila Embury,member of Alberta Legislative Assembly,female,1931,2005,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7495562,Sherwood Rideout,member of the House of Commons of Canada,male,1917,1964,Liberal Party of Canada
http://www.wikidata.org/entity/Q7507878,Sid Prest,member of the Nova Scotia House of Assembly,male,1943,2015,Nova Scotia New Democratic Party
http://www.wikidata.org/entity/Q7508958,Sidney Bernard Handleman,member of the Ontario Provincial Parliament,male,1921,1988,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7508977,Sidney Buckwold,Saskatoon City Council,male,1916,2001,Liberal Party of Canada
http://www.wikidata.org/entity/Q7508977,Sidney Buckwold,member of the Senate of Canada,male,1916,2001,Liberal Party of Canada
http://www.wikidata.org/entity/Q7508987,Sidney Cecil Robinson,member of the House of Commons of Canada,male,1870,1943,Conservative Party of Canada
http://www.wikidata.org/entity/Q7509196,Sidney LeRoi Clunis,member of the House of Commons of Canada,male,1911,1975,Liberal Party of Canada
http://www.wikidata.org/entity/Q7514096,Silas Alward,member of the Legislative Assembly of New Brunswick,male,1841,1919,New Brunswick Liberal Association
http://www.wikidata.org/entity/Q7514228,Silas Tertius Rand Bill,member of the House of Commons of Canada,male,1842,1890,Conservative Party of Canada
http://www.wikidata.org/entity/Q7519056,Simon James Dawson,member of the Ontario Provincial Parliament,male,1818,1902,Ontario Liberal Party
http://www.wikidata.org/entity/Q7519056,Simon James Dawson,member of the House of Commons of Canada,male,1818,1902,Ontario Liberal Party
http://www.wikidata.org/entity/Q7519714,Simon S. Cook,member of the Ontario Provincial Parliament,male,1831,1892,Ontario Liberal Party
http://www.wikidata.org/entity/Q7522006,Sinclair Alexander Whittaker,Member of the Legislative Assembly of Saskatchewan,male,1888,1974,Progressive Conservative Party of Saskatchewan
http://www.wikidata.org/entity/Q7522054,Sinclair Stevens,President of the Treasury Board,male,1927,2016,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7522054,Sinclair Stevens,President of the Treasury Board,male,1927,2016,Progressive Canadian Party
http://www.wikidata.org/entity/Q7522054,Sinclair Stevens,Progressive Canadian Party,male,1927,2016,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7522054,Sinclair Stevens,Progressive Canadian Party,male,1927,2016,Progressive Canadian Party
http://www.wikidata.org/entity/Q7527503,"Sir James Stuart, 1st Baronet",Member of the  Legislative Assembly of Lower Canada,male,1780,1853,Parti canadien
http://www.wikidata.org/entity/Q7545245,Smith Nickerson,member of the Nova Scotia House of Assembly,male,1860,1954,Nova Scotia Liberal Party
http://www.wikidata.org/entity/Q7558131,Solime Bertrand,Member of the National Assembly of Quebec,male,1827,1891,Conservative Party of Quebec
http://www.wikidata.org/entity/Q7558767,Solomon White,member of the Ontario Provincial Parliament,male,1836,1911,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7558768,Solomon Wigle,member of the Ontario Provincial Parliament,male,1822,1898,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7596548,Staff Barootes,member of the Senate of Canada,male,1918,2000,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7597608,Stan Darling,member of the House of Commons of Canada,male,1911,2004,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7597626,Stan Farquhar,member of the Ontario Provincial Parliament,male,1916,1992,Ontario Liberal Party
http://www.wikidata.org/entity/Q7597662,Stan Graham,member of the House of Commons of Canada,male,1926,2010,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7597844,Stan Randall,member of the Ontario Provincial Parliament,male,1908,1989,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7599608,Stanley Francis Leavine,member of the Ontario Provincial Parliament,male,1896,1958,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7599622,Stanley Geldart,member of Alberta Legislative Assembly,male,1919,1983,Alberta Social Credit Party
http://www.wikidata.org/entity/Q7599656,Stanley Harding Dye,member of the Ontario Provincial Parliament,male,1908,2003,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7599688,Stanley Hovdebo,member of the House of Commons of Canada,male,1925,2018,New Democratic Party
http://www.wikidata.org/entity/Q7599689,Stanley Hudecki,member of the House of Commons of Canada,male,1916,1988,Liberal Party of Canada
http://www.wikidata.org/entity/Q7599726,Stanley Korchinski,member of the House of Commons of Canada,male,1929,2000,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7599932,Stanley Ruzycki,member of Alberta Legislative Assembly,male,1915,2004,Alberta New Democratic Party
http://www.wikidata.org/entity/Q7599941,Stanley Schumacher,Speaker of the Legislative Assembly of Alberta,male,1933,2020,independent politician
http://www.wikidata.org/entity/Q7599941,Stanley Schumacher,Speaker of the Legislative Assembly of Alberta,male,1933,2020,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7599941,Stanley Schumacher,Speaker of the Legislative Assembly of Alberta,male,1933,2020,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7599941,Stanley Schumacher,member of Alberta Legislative Assembly,male,1933,2020,independent politician
http://www.wikidata.org/entity/Q7364044,Ron Kostyshyn,Member of the Executive Council of Manitoba,male,NA,NA,New Democratic Party of Manitoba
http://www.wikidata.org/entity/Q7368369,Rosemary Godin,member of the Nova Scotia House of Assembly,female,NA,NA,Nova Scotia New Democratic Party
http://www.wikidata.org/entity/Q7369464,Ross Landry,member of the Nova Scotia House of Assembly,male,NA,NA,Nova Scotia New Democratic Party
http://www.wikidata.org/entity/Q7363823,Ron Ghitter,member of Alberta Legislative Assembly,male,1935,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7363823,Ron Ghitter,member of Alberta Legislative Assembly,male,1935,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7363823,Ron Ghitter,member of the Senate of Canada,male,1935,NA,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7363823,Ron Ghitter,member of the Senate of Canada,male,1935,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7363883,Ron Harper,Member of the Legislative Assembly of Saskatchewan,male,1948,NA,Saskatchewan New Democratic Party
http://www.wikidata.org/entity/Q7363918,Ron Hierath,member of Alberta Legislative Assembly,male,1944,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7363984,Ron Johnson,member of the Ontario Provincial Parliament,male,1966,NA,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7364011,Ron Kanter,member of the Ontario Provincial Parliament,male,1948,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q7364077,Ron Liepert,member of Alberta Legislative Assembly,male,1949,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7364077,Ron Liepert,member of the House of Commons of Canada,male,1949,NA,Progressive Conservative Association of Alberta
http://www.wikidata.org/entity/Q7364082,Ron Lipsett,member of the Ontario Provincial Parliament,male,1944,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q7364103,Ron MacDonald,member of the House of Commons of Canada,male,1955,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7364229,Ron Osika,Member of the Legislative Assembly of Saskatchewan,male,1939,NA,Saskatchewan Liberal Party
http://www.wikidata.org/entity/Q7364364,Ron Schuler,Member of the Executive Council of Manitoba,male,1963,NA,Progressive Conservative Party of Manitoba
http://www.wikidata.org/entity/Q7364829,Ronald Eddy,member of the Ontario Provincial Parliament,male,1931,NA,Ontario Liberal Party
http://www.wikidata.org/entity/Q7365347,Ronald Tétrault,Member of the National Assembly of Quebec,male,1936,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7365347,Ronald Tétrault,Member of the National Assembly of Quebec,male,1936,NA,Ralliement créditiste du Québec
http://www.wikidata.org/entity/Q7367399,Rosario Marchese,member of the Ontario Provincial Parliament,male,1952,NA,Ontario New Democratic Party
http://www.wikidata.org/entity/Q7367612,Rose-Marie Ur,member of the House of Commons of Canada,female,1946,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7368048,Roseanne Skoke,member of the House of Commons of Canada,female,1954,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7369331,Ross Fitzpatrick,member of the Senate of Canada,male,1933,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7369394,Ross Harvey,member of the House of Commons of Canada,male,1952,NA,New Democratic Party
http://www.wikidata.org/entity/Q7369497,Ross McClellan,member of the Ontario Provincial Parliament,male,1942,NA,Ontario New Democratic Party
http://www.wikidata.org/entity/Q7369527,Ross Milne,member of the House of Commons of Canada,male,1932,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7372364,Roxanne James,member of the House of Commons of Canada,female,1966,NA,Conservative Party of Canada
http://www.wikidata.org/entity/Q7373158,Roy McMurtry,member of the Ontario Provincial Parliament,male,1932,NA,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7373513,Roy Wilson,member of Alberta Legislative Assembly,male,1932,NA,Alberta Social Credit Party
http://www.wikidata.org/entity/Q7381175,Russ Marchuk,Member of the Legislative Assembly of Saskatchewan,male,1946,NA,Saskatchewan Party
http://www.wikidata.org/entity/Q7381213,Russ Powers,member of the House of Commons of Canada,male,1949,NA,Liberal Party of Canada
http://www.wikidata.org/entity/Q7381620,Russell King,member of the Legislative Assembly of New Brunswick,male,1940,NA,New Brunswick Liberal Association
http://www.wikidata.org/entity/Q7383018,Ruth Grier,member of the Ontario Provincial Parliament,female,1936,NA,Ontario New Democratic Party
http://www.wikidata.org/entity/Q7383960,Ryan Cleary,member of the House of Commons of Canada,male,1966,NA,New Democratic Party
http://www.wikidata.org/entity/Q7386138,Rémy Trudel,Member of the National Assembly of Quebec,male,1948,NA,Parti Québécois
http://www.wikidata.org/entity/Q7386138,Rémy Trudel,Minister of Health and Social Services,male,1948,NA,Parti Québécois
http://www.wikidata.org/entity/Q7386138,Rémy Trudel,Q21183684,male,1948,NA,Parti Québécois
http://www.wikidata.org/entity/Q7405355,Salma Ataullahjan,member of the Senate of Canada,female,1952,NA,Conservative Party of Canada
http://www.wikidata.org/entity/Q7407376,Sam Cureatz,member of the Ontario Provincial Parliament,male,1948,NA,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7363826,Ron Giffin,member of the Nova Scotia House of Assembly,male,1942,2021,Progressive Conservative Association of Nova Scotia
http://www.wikidata.org/entity/Q7363879,Ron Hansen,member of the Ontario Provincial Parliament,male,1943,2022,Ontario New Democratic Party
http://www.wikidata.org/entity/Q7363957,Ron Huntington,member of the House of Commons of Canada,male,1921,1998,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7364154,Ron McNeil,member of the Ontario Provincial Parliament,male,1920,2003,Progressive Conservative Party of Ontario
http://www.wikidata.org/entity/Q7364317,Ron Ritchie,member of the House of Commons of Canada,male,1918,2007,Progressive Conservative Party of Canada
http://www.wikidata.org/entity/Q7364341,Ron Russell,Speaker of the House of Assembly of Nova Scotia,male,1926,2019,Progressive Conservative Association of Nova Scotia
