Election Type,Election Date,Province / Territory,Constituency,First Name,Last Name,Political Party,Election Result
General Election,2021-09-20 12:00:00 AM,Ontario,London West,Arielle,Kayabaga,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,London West,Shawna,Lewkowitz,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,London West,Mike,Mcmullen,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Stouffville,Uzair,Baig,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Stouffville,René,De Vries,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Stouffville,Helena,Jaczek,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Stouffville,Muhammad,Sahi,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Stouffville,Ben,Smith,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Thornhill,Melissa,Felian,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Thornhill,Mimi,Lee,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Thornhill,Mary,Ng,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Thornhill,Ilia,Pashaev,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Thornhill,Yeghya,Sahbaz,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Unionville,Paul,Chiang,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Unionville,Elvin,Kao,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Unionville,Aftab,Qureshi,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Markham—Unionville,Bob,Saroya,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Milton,Nadeem,Akbar,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Milton,Shibli,Haddad,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Milton,Christopher,Kowalchuk,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Milton,Muhammad Riaz,Sahi,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Milton,Adam,van Koeverden,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga Centre,Omar,Alghabra,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga Centre,Elie,Diab,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga Centre,Craig,Laferriere,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga Centre,Teneshia,Samuel,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga Centre,Ying,Zhao,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga East—Cooksville,Grace,Adamu,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga East—Cooksville,Samuel,Elliott,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga East—Cooksville,Peter,Fonseca,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga East—Cooksville,Dagmar,Sullivan,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga East—Cooksville,Tom,Takacs,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga East—Cooksville,Joseph,Westover,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Erin Mills,Michael,Bayer,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Erin Mills,Ewan,DeSilva,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Erin Mills,Iqra,Khalid,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Erin Mills,Lam,Nguyen,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Erin Mills,Kaukab,Usman,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Lakeshore,Michael,Ras,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Lakeshore,Elizabeth,Robertson,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Lakeshore,Vahid,Seyfaie,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Lakeshore,Sven,Spengemann,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Lakeshore,Kayleigh,Tahk,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Lakeshore,Sarah,Walji,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Malton,Mohammed Waseemuddin,Ahmed,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Malton,Frank,Chilelli,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Malton,Mark,Davidson,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Malton,Iqwinder,Gaheer,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Malton,Clyde,Roach,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Streetsville,Farina,Hassan,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Streetsville,Chris,Hill,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Streetsville,Jasveen,Rattan,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Streetsville,Natalie,Spizzirri,Animal Protection Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Streetsville,Rechie,Valdez,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Mississauga—Streetsville,Gurdeep,Wolosz,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Nepean,Chandra,Arya,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Nepean,Sean,Devine,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Nepean,Gordon,Kubanek,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Nepean,Eduardo Jason,Nera,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Nepean,Matthew,Triemstra,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Newmarket—Aurora,Dorian,Baxter,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Newmarket—Aurora,Timothy,Flemming,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Newmarket—Aurora,Andre,Gagnon,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Newmarket—Aurora,Yvonne,Kelly,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Newmarket—Aurora,Harold,Kim,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Newmarket—Aurora,Tony,Van Bynen,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara Centre,Vance,Badawey,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara Centre,Michael,Kimmons,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara Centre,Kurtis,McCartney,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara Centre,Melissa,McGlashan,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara Centre,Graham,Speck,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara Falls,Tony,Baldinelli,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara Falls,Brian,Barker,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara Falls,Melanie,Holm,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara Falls,Andrea,Kaiser,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara Falls,Peter,Taras,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara West,Dean,Allison,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara West,Ian,Bingham,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara West,Shaunalee,Derkson,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara West,Harold,Jonker,Christian Heritage Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara West,Joanna,Kocsis,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Niagara West,Nameer,Rahman,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Nickel Belt,Andréane Simone,Chénier,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Nickel Belt,Craig,Gravelle,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Nickel Belt,David,Hobbs,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Nickel Belt,Charles,Humphrey,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Nickel Belt,Marc,Serré,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Nipissing—Timiskaming,Gregory J,Galante,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Nipissing—Timiskaming,Scott,Robertson,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Nipissing—Timiskaming,Anthony,Rota,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Nipissing—Timiskaming,Steven,Trahan,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Northumberland—Peterborough South,Nathan,Lang,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Northumberland—Peterborough South,Philip,Lawrence,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Northumberland—Peterborough South,Alison,Lester,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Northumberland—Peterborough South,Kimberly,McArthur-Jackson,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Northumberland—Peterborough South,Christina,Wilson,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oakville,Jerome,Adamo,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oakville,Anita,Anand,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Oakville,Kerry,Colborne,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oakville,Oriana,Knox,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oakville,John,Meaney,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oakville North—Burlington,Pam,Damoff,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Oakville North—Burlington,Lenaee,Dupuis,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oakville North—Burlington,Gilbert Joseph,Jubinville,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oakville North—Burlington,Hanan,Rizkalla,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oakville North—Burlington,Bruno,Sousa,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Orléans,André Junior,Cléroux,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Orléans,Michael Fintan,Hartnett,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Orléans,Jessica,Joanis,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Orléans,Marie-France,Lalonde,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Orléans,Spencer,Oklobdzija,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Orléans,Mary-Elsie,Wolfe,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oshawa,Colin,Carrie,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Oshawa,Afroza,Hossain,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oshawa,Darryl,Mackie,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oshawa,Sonny,Mir,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oshawa,Shailene,Panylo,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa Centre,Shelby,Bertrand,Animal Protection Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa Centre,Carol,Clemenhagen,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa Centre,"Richard ""Rich""",Joyal,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa Centre,Angela,Keller-Herzog,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa Centre,Angella,MacEwen,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa Centre,Robert Alex,McDonald,Communist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa Centre,Yasir,Naqvi,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa Centre,Regina,Watteel,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa South,Chylow,Hall,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa South,David,McGuinty,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa South,Huda,Mukbil,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa South,Les,Schram,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa South,Eli,Tannis,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa South,Larry,Wasslen,Communist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa—Vanier,Jean-Jacques,Desgranges,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa—Vanier,Daniel,Elford,Libertarian Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa—Vanier,Mona,Fortier,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa—Vanier,Lyse-Pascale,Inamuco,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa—Vanier,Victoria Heidi,Jensen,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa—Vanier,Marie-Chantal,Leriche,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa—Vanier,Crystelle,Pelletier-Bourguignon,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa—Vanier,Christian,Proulx,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa West—Nepean,Yavar,Hameed,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa West—Nepean,Jennifer,Jennekens-Daviau,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa West—Nepean,Sean J.,Mulligan,Christian Heritage Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa West—Nepean,David,Stibbe,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa West—Nepean,Anita,Vandenbeld,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Ottawa West—Nepean,David,Yeo,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oxford,Matthew,Chambers,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oxford,Dave,MacKenzie,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Oxford,Wendy,Martin,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oxford,Elizabeth,Quinto,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oxford,Bob,Reid,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Oxford,Allen,Scovil,Christian Heritage Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Parkdale—High Park,Wilfried Richard Alexander,Danzinger,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Parkdale—High Park,Lorne,Gershuny,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Parkdale—High Park,Diem,Marchand-Lafortune,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Parkdale—High Park,Terrence,Parker,Marijuana Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Parkdale—High Park,Nestor,Sanajko,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Parkdale—High Park,Paul,Taylor,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Parkdale—High Park,Arif,Virani,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Parry Sound—Muskoka,Scott,Aitchison,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Parry Sound—Muskoka,James,Fawcett,National Citizens Alliance of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Parry Sound—Muskoka,Heather,Hay,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Parry Sound—Muskoka,Marc,Mantha,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Parry Sound—Muskoka,Jovanie,Nicoyishakiye,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Parry Sound—Muskoka,Daniel,Predie Jr,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Parry Sound—Muskoka,James,Tole,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Perth—Wellington,Wayne,Baker,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Perth—Wellington,Brendan,Knight,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Perth—Wellington,Kevin,Kruchkywich,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Perth—Wellington,John,Nater,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Peterborough—Kawartha,Robert M,Bowers,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Peterborough—Kawartha,Michelle,Ferreri,Conservative Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Peterborough—Kawartha,Joy,Lachica,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Peterborough—Kawartha,Paul,Lawton,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Peterborough—Kawartha,Maryam,Monsef,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Peterborough—Kawartha,Chanté,White,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Pickering—Uxbridge,Corneliu,Chisu,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Pickering—Uxbridge,Eileen,Higdon,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Pickering—Uxbridge,Jacob,Mantle,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Pickering—Uxbridge,Jennifer,O'Connell,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Renfrew—Nipissing—Pembroke,David,Ainsworth,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Renfrew—Nipissing—Pembroke,Cheryl,Gallant,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Renfrew—Nipissing—Pembroke,Stefan,Klietsch,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Renfrew—Nipissing—Pembroke,Michael,Lariviere,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Renfrew—Nipissing—Pembroke,Cynthia,Mills,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Renfrew—Nipissing—Pembroke,Jodie,Primeau,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Richmond Hill,Adam,DeVita,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Richmond Hill,Charity,DiPaola,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Richmond Hill,Majid,Jowhari,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Richmond Hill,Angelika,Keller,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Richmond Hill,Costas,Menegakis,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Richmond Hill,Igor,Tvorogov,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Sarnia—Lambton,Brian,Everaert,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Sarnia—Lambton,Marilyn,Gladu,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Sarnia—Lambton,Adam,Kilner,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Sarnia—Lambton,Thomas,Laird,Christian Heritage Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Sarnia—Lambton,Lois,Nantais,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Sarnia—Lambton,Stefanie,Randell,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Sault Ste. Marie,Kacper,Makowski,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Sault Ste. Marie,Marie,Morin-Strom,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Sault Ste. Marie,Terry,Sheehan,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Sault Ste. Marie,Sonny,Spina,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Agincourt,Arjun,Balasingham,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Agincourt,Mark,Johnson,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Agincourt,Larisa,Julius,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Agincourt,Eric,Muraven,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Agincourt,Jean,Yip,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough Centre,Faiz,Kamal,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough Centre,Malcolm,Ponnayan,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough Centre,Petru,Rozoveanu,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough Centre,Aylwin T Mathew,Thengampallil,National Citizens Alliance of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough Centre,Salma,Zahid,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Guildwood,James,Bountrogiannis,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Guildwood,Kevin,Clarke,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Guildwood,Opa,Day,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Guildwood,Aslam,Khan,Centrist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Guildwood,John,McKay,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Guildwood,Michelle,Spencer,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Guildwood,Gus,Stefanis,Canadian Nationalist Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Guildwood,Carmen,Wilson-Durston,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough North,Shaun,Chen,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough North,Sheraz,Khan,Centrist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough North,Christina,Love,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough North,David,Moore,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough North,Fazal,Shah,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Rouge Park,Gary,Anandasangaree,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Rouge Park,Ashhar Zia,Choudhary,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Rouge Park,Kingsley,Kwok,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough—Rouge Park,Asad,Rehman,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough Southwest,Guled,Arale,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough Southwest,Sahiduzzaman,Bhuiyan,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough Southwest,Bill,Blair,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Scarborough Southwest,Amanda,Cain,Green Party of Canada,Defeated
