Election Type,Election Date,Province / Territory,Constituency,First Name,Last Name,Political Party,Election Result
General Election,2021-09-20 12:00:00 AM,Quebec,Mount Royal,Bruno Ibrahim,El-Khoury,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mount Royal,Anthony,Housefather,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Mount Royal,Diane,Johnston,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mount Royal,Yegor,Komarov,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mount Royal,Zachary,Lozoff,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Notre-Dame-de-Grâce—Westmount,Jordan,Craig Larouche,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Notre-Dame-de-Grâce—Westmount,Emma,Elbourne-Weinstock,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Notre-Dame-de-Grâce—Westmount,Sam,Fairbrother,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Notre-Dame-de-Grâce—Westmount,David,Freiheit,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Notre-Dame-de-Grâce—Westmount,Marc,Garneau,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Notre-Dame-de-Grâce—Westmount,Rachel,Hoffman,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Notre-Dame-de-Grâce—Westmount,Mathew,Levitsky-Kaminski,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Notre-Dame-de-Grâce—Westmount,Geofryde,Wandji,Christian Heritage Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Outremont,Rachel,Bendayan,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Outremont,Célia,Grimard,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Outremont,Angela,Joshi,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Outremont,Jasmine,Louras,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Outremont,Ève,Péclet,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Outremont,Yehuda,Pinto,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Outremont,Grace,Tarabey,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Papineau,Nabila,Ben Youssef,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Papineau,Christian,Boutin,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Papineau,Garnet,Colly,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Papineau,Alain,Lepine,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Papineau,Raymond,Martin,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Papineau,Christine,Paré,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Papineau,Julio,Rivera,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Papineau,Justin,Trudeau,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Papineau,Béatrice,Zako,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Papineau,Above,Znoneofthe,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pierre-Boucher—Les Patriotes—Verchères,Xavier,Barsalou-Duval,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Pierre-Boucher—Les Patriotes—Verchères,Alexandre,Blais,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pierre-Boucher—Les Patriotes—Verchères,Carole,Boisvert,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pierre-Boucher—Les Patriotes—Verchères,Louis-Gabriel,Girard,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pierre-Boucher—Les Patriotes—Verchères,Martin,Leprohon,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pierre-Boucher—Les Patriotes—Verchères,Jérôme,Painchaud,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pierrefonds—Dollard,Nadia,Bourque,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pierrefonds—Dollard,Terence Brian,Roberts,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pierrefonds—Dollard,Mark,Sibthorpe,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pierrefonds—Dollard,Maninderjit Kaur,Tumbar,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pierrefonds—Dollard,Sameer,Zuberi,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Pontiac,Sophie,Chatel,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Pontiac,Gabrielle,Desjardins,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pontiac,Michel,Gauthier,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pontiac,Denise,Giroux,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pontiac,David Bruce,Gottfred,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pontiac,Geneviève,Labonté-Chartrand,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pontiac,Shaughn,McArthur,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Pontiac,James,McNair,Canada's Fourth Front,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Portneuf—Jacques-Cartier,Sani,Diallo,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Portneuf—Jacques-Cartier,Charles,Fiset,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Portneuf—Jacques-Cartier,David,Gagnon,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Portneuf—Jacques-Cartier,Joël,Godin,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Portneuf—Jacques-Cartier,Christian,Hébert,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Portneuf—Jacques-Cartier,Nash,Mathieu,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Portneuf—Jacques-Cartier,Tommy,Pelletier,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Québec,Tommy,Boulé,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Québec,Bianca,Boutin,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Québec,Daniel,Brisson,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Québec,Jean-Yves,Duclos,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Québec,Patrick,Kerr,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Québec,Louis,Sansfaçon,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Québec,Karine,Simard,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Repentigny,Pascal,Bapfou Vozang Siewe,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Repentigny,Micheline,Boucher Granger,Parti pour l'Indépendance du Québec,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Repentigny,Pierre,Duval,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Repentigny,Yvelie,Kernizan,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Repentigny,Naomie,Mathieu Chauvette,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Repentigny,Monique,Pauzé,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Richmond—Arthabaska,Nataël,Bureau,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Richmond—Arthabaska,Marjolaine,Delisle,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Richmond—Arthabaska,Alexandre,Desmarais,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Richmond—Arthabaska,Nadine,Fougeron,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Richmond—Arthabaska,Alain,Rayes,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Richmond—Arthabaska,Louis,Richard,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Richmond—Arthabaska,Diego,Scalzo,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rimouski-Neigette—Témiscouata—Les Basques,Maxime,Blanchette-Joncas,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Rimouski-Neigette—Témiscouata—Les Basques,Noémi,Bureau-Civil,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rimouski-Neigette—Témiscouata—Les Basques,France,Gagnon,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rimouski-Neigette—Témiscouata—Les Basques,Megan,Hodges,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rimouski-Neigette—Témiscouata—Les Basques,Léonie,Lajoie,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rimouski-Neigette—Témiscouata—Les Basques,Sylvain,Lajoie,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rimouski-Neigette—Témiscouata—Les Basques,Michel,Raymond,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rimouski-Neigette—Témiscouata—Les Basques,Jean,Tardy,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-des-Mille-Îles,Valérie,Beauséjour,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-des-Mille-Îles,Julius,Buté,Parti pour l'Indépendance du Québec,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-des-Mille-Îles,Luc,Desilets,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-des-Mille-Îles,Michael,Dionne,Parti Patriote,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-des-Mille-Îles,Marc,Duffy-Vincelette,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-des-Mille-Îles,Joseph,Hakizimana,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-des-Mille-Îles,Linda,Lapointe,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-des-Mille-Îles,Hans,Roker Jr,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-des-Mille-Îles,Alec,Ware,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-du-Nord,Theodora,Bajkin,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-du-Nord,Marie-Eve,Damour,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-du-Nord,Rhéal,Fortin,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-du-Nord,Patricia,Morrissette,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-du-Nord,Mary-Helen,Paspaliaris,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-du-Nord,Ethan Keeyan,Ravanshid,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-du-Nord,Jean-François,René,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rivière-du-Nord,Nicolas,Riqueur-Lainé,Parti pour l'Indépendance du Québec,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rosemont—La Petite-Patrie,Alexandre,Boulerice,New Democratic Party,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Rosemont—La Petite-Patrie,Gisèle,Desrochers,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rosemont—La Petite-Patrie,Nancy,Drolet,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rosemont—La Petite-Patrie,Franco,Fiori,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rosemont—La Petite-Patrie,Surelys,Perez Hernandez,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Rosemont—La Petite-Patrie,Shophika,Vaithyanathasarma,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Hyacinthe—Bagot,Caroline-Joan,Boucher,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Hyacinthe—Bagot,Sébastien,Desautels,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Hyacinthe—Bagot,André,Lepage,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Hyacinthe—Bagot,Sylvain,Pariseau,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Hyacinthe—Bagot,Brigitte,Sansoucy,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Hyacinthe—Bagot,Simon-Pierre,Savard-Tremblay,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Jean,Serge,Benoit,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Jean,Jean-Charles,Cléroux,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Jean,Pierre,Duteau,Parti pour l'Indépendance du Québec,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Jean,Jeremy,Fournier,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Jean,Christine,Normandin,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Jean,Jean,Rioux,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Jean,Leigh,Vaillancourt Ryan,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Laurent,Ginette,Boutet,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Laurent,Nathan,Devereaux,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Laurent,Emmanuella,Lambropoulos,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Laurent,Florence,Racicot,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Laurent,Richard,Serour,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Laurent,Gregory,Yablunovsky,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Léonard—Saint-Michel,Alicia,Di Tullio,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Léonard—Saint-Michel,Louis,Ialenti,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Léonard—Saint-Michel,Patricia,Lattanzio,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Léonard—Saint-Michel,Laurence,Massey,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Léonard—Saint-Michel,Daniele,Ritacca,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Maurice—Champlain,Hugo,Beaumont Tremblay,Marijuana Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Maurice—Champlain,Valérie,Bergeron,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Maurice—Champlain,Jacques,Bouchard,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Maurice—Champlain,Jacynthe,Bruneau,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Maurice—Champlain,François-Philippe,Champagne,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Maurice—Champlain,Jean-Pierre,Fraser,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Maurice—Champlain,Marie-Claude,Gaudet,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Maurice—Champlain,Alain,Magnan,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Saint-Maurice—Champlain,Marie Gabrielle,Rouleau,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Salaberry—Suroît,Luc,Bertrand,Parti pour l'Indépendance du Québec,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Salaberry—Suroît,Jean,Collette,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Salaberry—Suroît,Claude,DeBellefeuille,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Salaberry—Suroît,Linda,Gallant,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Salaberry—Suroît,Joan,Gottman,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Salaberry—Suroît,Marcel,Goyette,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Salaberry—Suroît,Nicolas,Thivierge,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Shefford,Jean-Philippe,Beaudry-Graham,Parti pour l'Indépendance du Québec,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Shefford,Pierre,Breton,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Shefford,Yannick,Brisebois,Marijuana Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Shefford,Patrick,Jasmin,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Shefford,Joël,Lacroix,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Shefford,Céline,Lalancette,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Shefford,Andréanne,Larouche,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Shefford,Mathieu,Morin,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Shefford,Gerda,Schieder,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Sherbrooke,Marie-Clarisse,Berger,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Sherbrooke,Maxime,Boivin,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Sherbrooke,Élisabeth,Brière,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Sherbrooke,Ensaf,Haidar,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Sherbrooke,Marika,Lalime,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Sherbrooke,Marcela,Niculescu,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Sherbrooke,Andrea,Winters,Conservative Party of Canada,Defeated
